,SB_UID,SG_ID_y,OBSPROJECT_UID_y
324,uid://A001/X12a/X10d0,uid://A001/X113/X94_3,uid://A001/X113/X94
325,uid://A001/X12a/X17fe,uid://A001/X113/X1d5_3,uid://A001/X113/X1d5
326,uid://A001/X12a/X1806,uid://A001/X10f/X789_2,uid://A001/X10f/X789
327,uid://A001/X12a/X1807,uid://A001/X10f/X789_2,uid://A001/X10f/X789
328,uid://A001/X12a/X1805,uid://A001/X10f/X789_2,uid://A001/X10f/X789
329,uid://A001/X12a/X1981,uid://A001/X10f/X95a_1,uid://A001/X10f/X95a
330,uid://A001/X12a/X1708,uid://A001/X111/X75_2,uid://A001/X111/X75
331,uid://A001/X12a/X1c96,uid://A001/X10f/X124_1,uid://A001/X10f/X124
332,uid://A001/X12a/X3ca,uid://A001/X110/X178_2,uid://A001/X110/X178
333,uid://A001/X12a/X7a6,uid://A001/X111/X1c8_1,uid://A001/X111/X1c8
336,uid://A001/X12a/X7a8,uid://A001/X111/X1c8_3,uid://A001/X111/X1c8
337,uid://A001/X12a/X1222,uid://A001/X106/X26_1,uid://A001/X106/X26
338,uid://A001/X12a/Xb62,uid://A001/X10f/X6ec_3,uid://A001/X10f/X6ec
339,uid://A001/X12a/X42a,uid://A001/X113/X321_4,uid://A001/X113/X321
340,uid://A001/X12a/X1834,uid://A001/X113/X1f9_7,uid://A001/X113/X1f9
341,uid://A001/X12a/Xc11,uid://A001/X10e/X3cc_1,uid://A001/X10e/X3cc
342,uid://A001/X12a/X423,uid://A001/X112/X2b9_1,uid://A001/X112/X2b9
343,uid://A001/X12a/X1c6d,uid://A001/X10e/Xd6_2,uid://A001/X10e/Xd6
344,uid://A001/X12a/X1cd7,uid://A001/X10e/X126_1,uid://A001/X10e/X126
345,uid://A001/X12a/X1aa9,uid://A001/X10e/Xf_2,uid://A001/X10e/Xf
346,uid://A001/X12a/X156c,uid://A001/X113/X12c_4,uid://A001/X113/X12c
347,uid://A001/X12a/Xb9f,uid://A001/X10f/X358_3,uid://A001/X10f/X358
348,uid://A001/X12a/X10d1,uid://A001/X113/X94_4,uid://A001/X113/X94
349,uid://A001/X12a/X19a0,uid://A001/X10b/X6f_2,uid://A001/X10b/X6f
350,uid://A001/X12a/X16c2,uid://A001/X10e/X5cf_1,uid://A001/X10e/X5cf
351,uid://A001/X12a/X16c3,uid://A001/X10e/X5cf_1,uid://A001/X10e/X5cf
352,uid://A001/X12a/X16c1,uid://A001/X10e/X5cf_1,uid://A001/X10e/X5cf
353,uid://A001/X12a/X427,uid://A001/X113/X321_1,uid://A001/X113/X321
354,uid://A001/X12a/X819,uid://A001/X110/X240_3,uid://A001/X110/X240
355,uid://A001/X12a/X61c,uid://A001/X10e/X6e8_7,uid://A001/X10e/X6e8
356,uid://A001/X12a/X152d,uid://A001/X10a/Xc2_2,uid://A001/X10a/Xc2
357,uid://A001/X12a/X1470,uid://A001/X10f/X563_1,uid://A001/X10f/X563
358,uid://A001/X12a/X1aa8,uid://A001/X10e/Xf_1,uid://A001/X10e/Xf
359,uid://A001/X12a/X1831,uid://A001/X113/X1f9_4,uid://A001/X113/X1f9
360,uid://A001/X12a/X69b,uid://A001/X10b/Xec_3,uid://A001/X10b/Xec
361,uid://A001/X12a/X1233,uid://A001/X113/Xf5_1,uid://A001/X113/Xf5
362,uid://A001/X12a/X1559,uid://A001/X111/X1_1,uid://A001/X111/X1
363,uid://A001/X12a/X155a,uid://A001/X111/X1_1,uid://A001/X111/X1
364,uid://A001/X12a/X155b,uid://A001/X111/X1_1,uid://A001/X111/X1
365,uid://A001/X12a/X1a60,uid://A001/X113/X62c_3,uid://A001/X113/X62c
366,uid://A001/X12a/X1a61,uid://A001/X113/X62c_3,uid://A001/X113/X62c
367,uid://A001/X12a/X1a62,uid://A001/X113/X62c_3,uid://A001/X113/X62c
368,uid://A001/X12a/X1680,uid://A001/X112/X1cf_1,uid://A001/X112/X1cf
369,uid://A001/X12a/X1713,uid://A001/X10f/X5ad_1,uid://A001/X10f/X5ad
370,uid://A001/X12a/X1cdb,uid://A001/X10e/X126_5,uid://A001/X10e/X126
371,uid://A001/X12a/X1904,uid://A001/X113/X41f_1,uid://A001/X113/X41f
372,uid://A001/X12a/X1903,uid://A001/X113/X41f_1,uid://A001/X113/X41f
373,uid://A001/X12a/X1983,uid://A001/X10f/X95a_3,uid://A001/X10f/X95a
374,uid://A001/X12a/X93b,uid://A001/X10d/Xd_1,uid://A001/X10d/Xd
375,uid://A001/X12a/Xa52,uid://A001/X10c/X22_1,uid://A001/X10c/X22
376,uid://A001/X12a/X197e,uid://A001/X10f/X951_5,uid://A001/X10f/X951
377,uid://A001/X12a/Xa17,uid://A001/X113/X115_1,uid://A001/X113/X115
378,uid://A001/X12a/Xf34,uid://A001/X10c/Xd7_2,uid://A001/X10c/Xd7
379,uid://A001/X12a/X19c6,uid://A001/X113/X56c_1,uid://A001/X113/X56c
380,uid://A001/X12a/X618,uid://A001/X10e/X6e8_3,uid://A001/X10e/X6e8
381,uid://A001/X12a/Xb60,uid://A001/X10f/X6ec_1,uid://A001/X10f/X6ec
382,uid://A001/X12a/Xcb7,uid://A001/X10f/X722_1,uid://A001/X10f/X722
383,uid://A001/X12a/Xa5d,uid://A001/X10e/X945_4,uid://A001/X10e/X945
384,uid://A001/X12a/X153a,uid://A001/X10e/X953_1,uid://A001/X10e/X953
385,uid://A001/X12a/X1779,uid://A001/X111/X8d_2,uid://A001/X111/X8d
386,uid://A001/X12a/X17fc,uid://A001/X113/X1d5_1,uid://A001/X113/X1d5
387,uid://A001/X12a/Xebb,uid://A001/X10f/X486_4,uid://A001/X10f/X486
388,uid://A001/X12a/X1c54,uid://A001/X10e/Xb5_1,uid://A001/X10e/Xb5
389,uid://A001/X12a/X1223,uid://A001/X106/X26_2,uid://A001/X106/X26
390,uid://A001/X12a/Xa5e,uid://A001/X10e/X945_5,uid://A001/X10e/X945
391,uid://A001/X12a/Xb97,uid://A001/X10f/X34c_1,uid://A001/X10f/X34c
392,uid://A001/X12a/X699,uid://A001/X10b/Xec_1,uid://A001/X10b/Xec
393,uid://A001/X12a/X6b0,uid://A001/X110/X1b1_3,uid://A001/X110/X1b1
394,uid://A001/X12a/X19a3,uid://A001/X10b/X6f_5,uid://A001/X10b/X6f
395,uid://A001/X12a/X61a,uid://A001/X10e/X6e8_5,uid://A001/X10e/X6e8
396,uid://A001/X12a/Xcc0,uid://A001/X10e/X7a1_3,uid://A001/X10e/X7a1
397,uid://A001/X12a/X3c9,uid://A001/X110/X178_1,uid://A001/X110/X178
398,uid://A001/X12a/X19bc,uid://A001/X10a/X70_6,uid://A001/X10a/X70
399,uid://A001/X12a/Xbf9,uid://A001/X10f/X37f_1,uid://A001/X10f/X37f
400,uid://A001/X12a/X169e,uid://A001/X113/X1a1_1,uid://A001/X113/X1a1
401,uid://A001/X12a/X72f,uid://A001/X110/X1df_1,uid://A001/X110/X1df
402,uid://A001/X12a/X732,uid://A001/X110/X1df_4,uid://A001/X110/X1df
403,uid://A001/X12a/Xd58,uid://A002/X74f48c/X1_2,uid://A002/X74f48c/X1
404,uid://A001/X12a/Xc48,uid://A001/X10f/X868_2,uid://A001/X10f/X868
405,uid://A001/X12a/X182e,uid://A001/X113/X1f9_1,uid://A001/X113/X1f9
406,uid://A001/X12a/X1875,uid://A001/X112/X22a_1,uid://A001/X112/X22a
407,uid://A001/X12a/X1876,uid://A001/X112/X22a_1,uid://A001/X112/X22a
408,uid://A001/X12a/X1874,uid://A001/X112/X22a_1,uid://A001/X112/X22a
409,uid://A001/X12a/X429,uid://A001/X113/X321_3,uid://A001/X113/X321
410,uid://A001/X12a/X10ce,uid://A001/X113/X94_1,uid://A001/X113/X94
411,uid://A001/X12a/X1dd,uid://A001/X110/X89_3,uid://A001/X110/X89
412,uid://A001/X12a/X15a6,uid://A001/X10b/X9b_1,uid://A001/X10b/X9b
413,uid://A001/X12a/X15a8,uid://A001/X10b/X9b_3,uid://A001/X10b/X9b
414,uid://A001/X12a/X4be,uid://A001/X113/X3bc_1,uid://A001/X113/X3bc
415,uid://A001/X12a/X1c90,uid://A001/X10e/Xf5_1,uid://A001/X10e/Xf5
416,uid://A001/X12a/X6b1,uid://A001/X110/X1b1_4,uid://A001/X110/X1b1
417,uid://A001/X12a/Xc03,uid://A001/X10f/X386_4,uid://A001/X10f/X386
418,uid://A001/X12a/X1cd9,uid://A001/X10e/X126_3,uid://A001/X10e/X126
419,uid://A001/X12a/X80e,uid://A001/X111/X26e_2,uid://A001/X111/X26e
420,uid://A001/X12a/X16c6,uid://A001/X10e/X5cf_2,uid://A001/X10e/X5cf
421,uid://A001/X12a/X16c4,uid://A001/X10e/X5cf_2,uid://A001/X10e/X5cf
422,uid://A001/X12a/X16c5,uid://A001/X10e/X5cf_2,uid://A001/X10e/X5cf
423,uid://A001/X12a/Xa5c,uid://A001/X10e/X945_3,uid://A001/X10e/X945
424,uid://A001/X12a/X5b0,uid://A001/X110/Xa2_5,uid://A001/X110/Xa2
425,uid://A001/X12a/Xed8,uid://A001/X10c/Xba_1,uid://A001/X10c/Xba
426,uid://A001/X12a/X11fa,uid://A001/X113/Xd5_4,uid://A001/X113/Xd5
427,uid://A001/X12a/Xea4,uid://A001/X10c/X92_1,uid://A001/X10c/X92
428,uid://A001/X12a/Xeab,uid://A001/X10c/X9e_1,uid://A001/X10c/X9e
429,uid://A001/X12a/X3f8,uid://A001/X113/X2f9_1,uid://A001/X113/X2f9
430,uid://A001/X12a/X5a7,uid://A001/X10f/X690_2,uid://A001/X10f/X690
431,uid://A001/X12a/X156e,uid://A001/X113/X12c_6,uid://A001/X113/X12c
432,uid://A001/X12a/X1c55,uid://A001/X10e/Xb5_2,uid://A001/X10e/Xb5
433,uid://A001/X12a/X2bb,uid://A001/X10f/X803_1,uid://A001/X10f/X803
434,uid://A001/X12a/X831,uid://A001/X10f/X2a1_1,uid://A001/X10f/X2a1
435,uid://A001/X12a/X156d,uid://A001/X113/X12c_5,uid://A001/X113/X12c
436,uid://A001/X12a/X10e5,uid://A001/X112/X9f_3,uid://A001/X112/X9f
437,uid://A001/X12a/X199f,uid://A001/X10b/X6f_1,uid://A001/X10b/X6f
438,uid://A001/X12a/X184f,uid://A001/X113/X21c_2,uid://A001/X113/X21c
439,uid://A001/X12a/X5ac,uid://A001/X110/Xa2_1,uid://A001/X110/Xa2
440,uid://A001/X12a/X1442,uid://A001/X10f/X555_2,uid://A001/X10f/X555
441,uid://A001/X12a/X1db,uid://A001/X110/X89_1,uid://A001/X110/X89
442,uid://A001/X12a/X6ea,uid://A001/X10e/X256_1,uid://A001/X10e/X256
443,uid://A001/X12a/X10cf,uid://A001/X113/X94_2,uid://A001/X113/X94
444,uid://A001/X12a/X152c,uid://A001/X10a/Xc2_1,uid://A001/X10a/Xc2
445,uid://A001/X12a/X17fd,uid://A001/X113/X1d5_2,uid://A001/X113/X1d5
446,uid://A001/X12a/X6b6,uid://A001/X110/X1b1_9,uid://A001/X110/X1b1
447,uid://A001/X12a/X5a6,uid://A001/X10f/X690_1,uid://A001/X10f/X690
448,uid://A001/X12a/X3b4,uid://A001/X110/X171_3,uid://A001/X110/X171
449,uid://A001/X12a/X1257,uid://A001/X112/X414_7,uid://A001/X112/X414
450,uid://A001/X12a/X80f,uid://A001/X111/X26e_3,uid://A001/X111/X26e
451,uid://A001/X12a/X1c86,uid://A001/X10f/X112_1,uid://A001/X10f/X112
452,uid://A001/X12a/X1687,uid://A001/X10e/X5c2_1,uid://A001/X10e/X5c2
453,uid://A001/X12a/X189,uid://A001/X10c/X146_3,uid://A001/X10c/X146
454,uid://A001/X12a/X1028,uid://A001/X112/X36_3,uid://A001/X112/X36
455,uid://A001/X12a/X102a,uid://A001/X112/X36_3,uid://A001/X112/X36
456,uid://A001/X12a/X1029,uid://A001/X112/X36_3,uid://A001/X112/X36
457,uid://A001/X12a/X10e3,uid://A001/X112/X9f_1,uid://A001/X112/X9f
458,uid://A001/X12a/X182f,uid://A001/X113/X1f9_2,uid://A001/X113/X1f9
459,uid://A001/X12a/X45b,uid://A001/X110/X1d7_1,uid://A001/X110/X1d7
460,uid://A001/X12a/X176c,uid://A001/X110/X81_3,uid://A001/X110/X81
461,uid://A001/X12a/X11f8,uid://A001/X113/Xd5_2,uid://A001/X113/Xd5
462,uid://A001/X12a/Xd91,uid://A001/X10f/X72d_1,uid://A001/X10f/X72d
463,uid://A001/X12a/X197d,uid://A001/X10f/X951_4,uid://A001/X10f/X951
464,uid://A001/X12a/Xec4,uid://A001/X10d/X5c_5,uid://A001/X10d/X5c
465,uid://A001/X12a/X2b1,uid://A001/X110/X125_1,uid://A001/X110/X125
466,uid://A001/X12a/Xe78,uid://A001/X10c/X78_1,uid://A001/X10c/X78
467,uid://A001/X12a/Xe2e,uid://A001/X10e/X456_1,uid://A001/X10e/X456
468,uid://A001/X12a/Xefe,uid://A001/X10d/X69_1,uid://A001/X10d/X69
469,uid://A001/X12a/X6ba,uid://A001/X110/X1b1_13,uid://A001/X110/X1b1
470,uid://A001/X12a/X1253,uid://A001/X112/X414_3,uid://A001/X112/X414
471,uid://A001/X12a/X10e4,uid://A001/X112/X9f_2,uid://A001/X112/X9f
472,uid://A001/X12a/X1c6c,uid://A001/X10e/Xd6_1,uid://A001/X10e/Xd6
473,uid://A001/X12a/X6a0,uid://A001/X110/Xfe_2,uid://A001/X110/Xfe
474,uid://A001/X12a/X1707,uid://A001/X111/X75_1,uid://A001/X111/X75
475,uid://A001/X12a/Xc00,uid://A001/X10f/X386_1,uid://A001/X10f/X386
476,uid://A001/X12a/X16d5,uid://A001/X111/X60_1,uid://A001/X111/X60
477,uid://A001/X12a/X177d,uid://A001/X111/X8d_6,uid://A001/X111/X8d
478,uid://A001/X12a/X176d,uid://A001/X110/X81_4,uid://A001/X110/X81
479,uid://A001/X12a/X17ff,uid://A001/X113/X1d5_4,uid://A001/X113/X1d5
480,uid://A001/X12a/X177a,uid://A001/X111/X8d_3,uid://A001/X111/X8d
481,uid://A001/X12a/X1252,uid://A001/X112/X414_2,uid://A001/X112/X414
482,uid://A001/X12a/X683,uid://A001/X10f/X238_1,uid://A001/X10f/X238
483,uid://A001/X12a/X9a2,uid://A001/X10f/X2f2_1,uid://A001/X10f/X2f2
484,uid://A001/X12a/X2b2,uid://A001/X110/X125_2,uid://A001/X110/X125
485,uid://A001/X12a/X684,uid://A001/X10f/X238_2,uid://A001/X10f/X238
486,uid://A001/X12a/X197b,uid://A001/X10f/X951_2,uid://A001/X10f/X951
487,uid://A001/X12a/Xebd,uid://A001/X10f/X486_6,uid://A001/X10f/X486
488,uid://A001/X12a/X11fb,uid://A001/X113/Xd5_5,uid://A001/X113/Xd5
489,uid://A001/X12a/X1aae,uid://A001/X10e/X16_1,uid://A001/X10e/X16
490,uid://A001/X12a/X176f,uid://A001/X110/X81_6,uid://A001/X110/X81
491,uid://A001/X12a/Xbfc,uid://A001/X10f/X37f_4,uid://A001/X10f/X37f
492,uid://A001/X12a/X18a,uid://A001/X10c/X146_4,uid://A001/X10c/X146
493,uid://A001/X12a/X6b7,uid://A001/X110/X1b1_10,uid://A001/X110/X1b1
494,uid://A001/X12a/X7b2,uid://A001/X110/X205_2,uid://A001/X110/X205
495,uid://A001/X12a/X60d,uid://A001/X111/Xb5_2,uid://A001/X111/Xb5
497,uid://A001/X12a/X849,uid://A001/X112/X12_1,uid://A001/X112/X12
498,uid://A001/X12a/X14db,uid://A001/X10e/X8a3_1,uid://A001/X10e/X8a3
499,uid://A001/X12a/X1597,uid://A001/X111/X1f_1,uid://A001/X111/X1f
500,uid://A001/X12a/X1569,uid://A001/X113/X12c_1,uid://A001/X113/X12c
501,uid://A001/X12a/X1c87,uid://A001/X10f/X112_2,uid://A001/X10f/X112
502,uid://A001/X12a/X7b1,uid://A001/X110/X205_1,uid://A001/X110/X205
503,uid://A001/X12a/X1aaa,uid://A001/X10e/Xf_3,uid://A001/X10e/Xf
504,uid://A001/X12a/X46,uid://A001/X10b/X41_2,uid://A001/X10b/X41
505,uid://A001/X12a/X188,uid://A001/X10c/X146_2,uid://A001/X10c/X146
506,uid://A001/X12a/X6b4,uid://A001/X110/X1b1_7,uid://A001/X110/X1b1
507,uid://A001/X12a/X1714,uid://A001/X10f/X5ad_2,uid://A001/X10f/X5ad
508,uid://A001/X12a/X1224,uid://A001/X106/X26_3,uid://A001/X106/X26
509,uid://A001/X12a/Xb61,uid://A001/X10f/X6ec_2,uid://A001/X10f/X6ec
510,uid://A001/X12a/X616,uid://A001/X10e/X6e8_1,uid://A001/X10e/X6e8
511,uid://A001/X12a/X5e5,uid://A001/X10f/X21d_4,uid://A001/X10f/X21d
512,uid://A001/X12a/Xeb9,uid://A001/X10f/X486_2,uid://A001/X10f/X486
513,uid://A001/X12a/X159a,uid://A001/X111/X1f_4,uid://A001/X111/X1f
514,uid://A001/X12a/X93e,uid://A001/X10d/Xd_4,uid://A001/X10d/Xd
515,uid://A001/X12a/Xbd7,uid://A001/X10e/X3b3_1,uid://A001/X10e/X3b3
516,uid://A001/X12a/X184e,uid://A001/X113/X21c_1,uid://A001/X113/X21c
517,uid://A001/X12a/X19ba,uid://A001/X10a/X70_4,uid://A001/X10a/X70
518,uid://A001/X12a/Xec0,uid://A001/X10d/X5c_1,uid://A001/X10d/X5c
519,uid://A001/X12a/X1598,uid://A001/X111/X1f_2,uid://A001/X111/X1f
520,uid://A001/X12a/X1599,uid://A001/X111/X1f_3,uid://A001/X111/X1f
521,uid://A001/X12a/X156b,uid://A001/X113/X12c_3,uid://A001/X113/X12c
